,last_price,adv_usd,n_days,missing,eligible,name,sector,tier
MU,823.030029296875,48134978894.23828,1255,0.0,True,Micron Technology,Information Technology,large
NVDA,200.75,30210329300.0,1255,0.0,True,Nvidia,Information Technology,large
TSLA,311.2099914550781,18791356784.838867,1255,0.0,True,"Tesla, Inc.",Consumer Discretionary,large
AAPL,308.9100036621094,15217929448.745728,1255,0.0,True,Apple Inc.,Information Technology,large
AMD,476.1499938964844,14879701566.864014,1255,0.0,True,Advanced Micro Devices,Information Technology,large
INTC,90.19999694824219,13877183781.619263,1255,0.0,True,Intel,Information Technology,large
MSFT,464.7200012207031,13623462351.513672,1255,0.0,True,Microsoft,Information Technology,large
AMZN,271.5799865722656,10635440000.0,1255,0.0,True,Amazon,Consumer Discretionary,large
GOOGL,356.1300048828125,10241152294.23523,1255,0.0,True,Alphabet Inc. (Class A),Communication Services,large
META,556.7100219726562,10011005110.107422,1255,0.0,True,Meta Platforms,Communication Services,large
AVGO,389.2799987792969,8848950552.523804,1255,0.0,True,Broadcom,Information Technology,large
GOOG,356.6499938964844,6994998928.881836,1255,0.0,True,Alphabet Inc. (Class C),Communication Services,large
MRVL,187.55999755859375,5916831084.649658,1255,0.0,True,Marvell Technology,Information Technology,large
ORCL,129.8699951171875,5045920757.180786,1255,0.0,True,Oracle Corporation,Information Technology,large
PLTR,123.05999755859375,4955044039.694214,1255,0.0,True,Palantir Technologies,Information Technology,large
LITE,713.9400024414062,4473414456.970215,1255,0.0,True,Lumentum,Information Technology,large
AMAT,507.6700134277344,4437343629.107666,1255,0.0,True,Applied Materials,Information Technology,large
WDC,544.8400268554688,4027889232.6293945,1255,0.0,True,Western Digital,Information Technology,large
STX,856.1300048828125,3905925434.4177246,1255,0.0,True,Seagate Technology,Information Technology,large
QCOM,147.61000061035156,3878184068.344116,1255,0.0,True,Qualcomm,Information Technology,large
LRCX,293.0199890136719,3440606063.873291,1255,0.0,True,Lam Research,Information Technology,large
LLY,1148.8399658203125,3173989910.888672,1255,0.0,True,Lilly (Eli),Health Care,large
NFLX,71.70999908447266,3130455836.2060547,1255,0.0,True,Netflix,Communication Services,large
DELL,405.3699951171875,2840465883.911133,1255,0.0,True,Dell Technologies,Information Technology,large
GEV,990.2899780273438,2712366517.590332,588,0.0,True,GE Vernova,Industrials,large
CSCO,115.98999786376953,2673210407.873535,1255,0.0,True,Cisco,Information Technology,large
JPM,351.7900085449219,2668740571.4263916,1255,0.0,True,JPMorgan Chase,Financials,large
CAT,814.8099975585938,2578333622.0581055,1255,0.0,True,Caterpillar Inc.,Industrials,large
V,366.1300048828125,2546592604.5898438,1255,0.0,True,Visa Inc.,Financials,large
APP,395.8999938964844,2517711857.7301025,1255,0.0,True,AppLovin,Information Technology,large
WMT,111.19999694824219,2507729616.1346436,1255,0.0,True,Walmart,Consumer Staples,large
NOW,111.2300033569336,2433893499.5796204,1255,0.0,True,ServiceNow,Information Technology,large
KLAC,182.82000732421875,2407061466.156006,1255,0.0,True,KLA Corporation,Information Technology,large
UNH,414.3999938964844,2402730839.2333984,1255,0.0,True,UnitedHealth Group,Health Care,large
GLW,138.25,2329751387.918091,1255,0.0,True,Corning Inc.,Information Technology,large
TXN,275.739990234375,2325359617.3828125,1255,0.0,True,Texas Instruments,Information Technology,large
XOM,155.44000244140625,2284051275.0,1255,0.0,True,ExxonMobil,Energy,large
BRK-B,511.5400085449219,2259180867.1325684,1255,0.0,True,Berkshire Hathaway,Financials,large
CRM,184.02000427246094,2254345557.7056885,1255,0.0,True,Salesforce,Information Technology,large
GS,1018.3800048828125,2163430012.2680664,1255,0.0,True,Goldman Sachs,Financials,large
HOOD,86.55999755859375,2154721079.425049,1255,0.0,True,Robinhood Markets,Financials,large
IBM,223.64999389648438,2143097634.3597412,1255,0.0,True,IBM,Information Technology,large
PANW,331.8299865722656,2103917277.1820068,1255,0.0,True,Palo Alto Networks,Information Technology,large
COST,951.8900146484375,2102800732.3364258,1255,0.0,True,Costco,Consumer Staples,large
COHR,262.8900146484375,1940189033.6975098,1255,0.0,True,Coherent Corp.,Information Technology,large
BAC,61.95000076293945,1848043795.1011658,1255,0.0,True,Bank of America,Financials,large
MA,573.0999755859375,1846129854.7668457,1255,0.0,True,Mastercard,Financials,large
CRWD,190.86000061035156,1843357325.0488281,1255,0.0,True,CrowdStrike,Information Technology,large
JNJ,256.3500061035156,1822123148.3154297,1255,0.0,True,Johnson & Johnson,Health Care,large
VRT,241.57000732421875,1806547134.4238281,1255,0.0,True,Vertiv,Industrials,large
ADI,367.4100036621094,1765130597.442627,1255,0.0,True,Analog Devices,Information Technology,large
CVX,196.8300018310547,1581838477.4734497,1255,0.0,True,Chevron Corporation,Energy,large
C,132.4499969482422,1551873319.9157715,1255,0.0,True,Citigroup,Financials,large
HD,331.9599914550781,1502549558.3496094,1255,0.0,True,Home Depot (The),Consumer Discretionary,large
GE,360.07000732421875,1485312434.8327637,1255,0.0,True,GE Aerospace,Industrials,large
AAL,15.270000457763672,1478635504.6020508,1255,0.0,True,American Airlines Group,Industrials,mid
SMCI,28.399999618530273,1403310852.218628,1255,0.0,True,Supermicro,Information Technology,large
ANET,180.35000610351562,1403039407.8567505,1255,0.0,True,Arista Networks,Information Technology,large
TER,367.69000244140625,1385713312.2009277,1255,0.0,True,Teradyne,Information Technology,large
COIN,146.25999450683594,1383359100.0,1255,0.0,True,Coinbase,Financials,large
INTU,316.07000732421875,1378902510.0769043,1255,0.0,True,Intuit,Information Technology,large
APH,160.6999969482422,1366607198.5931396,1255,0.0,True,Amphenol,Information Technology,large
UBER,70.36000061035156,1310418916.0331726,1255,0.0,True,Uber,Industrials,large
ABBV,250.94000244140625,1301222562.24823,1255,0.0,True,AbbVie,Health Care,large
BA,216.13999938964844,1293261163.9404297,1255,0.0,True,Boeing,Industrials,large
KO,87.58999633789062,1288413810.131836,1255,0.0,True,Coca-Cola Company (The),Consumer Staples,large
ADBE,250.41000366210938,1285372916.7861938,1255,0.0,True,Adobe Inc.,Information Technology,large
WFC,86.44999694824219,1238162600.8911133,1255,0.0,True,Wells Fargo,Financials,large
ON,81.61000061035156,1228593850.0,1255,0.0,True,ON Semiconductor,Information Technology,large
PG,144.49000549316406,1222254667.7734375,1255,0.0,True,Procter & Gamble,Consumer Staples,large
MPWR,1426.030029296875,1197492493.713379,1255,0.0,True,Monolithic Power Systems,Information Technology,large
BKNG,192.89999389648438,1185593914.6774292,1255,0.0,True,Booking Holdings,Consumer Discretionary,large
MCD,270.6400146484375,1172591072.241211,1255,0.0,True,McDonald's,Consumer Discretionary,large
T,23.25,1159421428.4057617,1255,0.0,True,AT&T,Communication Services,large
PEP,139.55999755859375,1158403750.0732422,1255,0.0,True,PepsiCo,Consumer Staples,large
MS,210.4199981689453,1155689643.8781738,1255,0.0,True,Morgan Stanley,Financials,large
NXPI,229.16000366210938,1143682640.2435303,1255,0.0,True,NXP Semiconductors,Information Technology,large
LIN,478.3800048828125,1129314145.0195312,1255,0.0,True,Linde plc,Materials,large
DDOG,267.9700012207031,1110263775.0549316,1255,0.0,True,Datadog,Information Technology,large
MRK,130.1999969482422,1109043525.3707886,1255,0.0,True,Merck & Co.,Health Care,large
ABT,105.69999694824219,1079105496.2471008,1255,0.0,True,Abbott Laboratories,Health Care,large
VZ,46.810001373291016,1064892172.0703125,1255,0.0,True,Verizon,Communication Services,large
TMO,574.2999877929688,1051479873.8800049,1255,0.0,True,Thermo Fisher Scientific,Health Care,large
CIEN,377.04998779296875,1034135452.7160645,1255,0.0,True,Ciena,Information Technology,large
MCHP,74.29000091552734,1017043189.8010254,1255,0.0,True,Microchip Technology,Information Technology,large
ISRG,353.3299865722656,1015585480.5175781,1255,0.0,True,Intuitive Surgical,Health Care,large
ACN,165.9199981689453,1015462187.5,1255,0.0,True,Accenture,Information Technology,large
RTX,215.22000122070312,986033721.8078613,1255,0.0,True,RTX Corporation,Industrials,large
PFE,25.010000228881836,973897764.3018723,1255,0.0,True,Pfizer,Health Care,large
ETN,415.20001220703125,958364242.3095703,1255,0.0,True,Eaton Corporation,Industrials,large
HON,243.0500030517578,957177228.128418,1255,0.0,True,Honeywell Technologies,Industrials,large
DIS,96.19000244140625,950766533.114624,1255,0.0,True,Walt Disney Company (The),Communication Services,large
NEE,86.91999816894531,944627057.1990967,1255,0.0,True,NextEra Energy,Utilities,large
TMUS,172.7100067138672,941039781.3720703,1255,0.0,True,T-Mobile US,Communication Services,large
AXP,336.25,940682536.1572266,1255,0.0,True,American Express,Financials,large
AZO,3016.25,908666613.28125,1255,0.0,True,AutoZone,Consumer Discretionary,large
SCHW,105.23999786376953,907466189.9848938,1255,0.0,True,Charles Schwab Corporation,Financials,large
CEG,262.75,893894617.3217773,1137,0.0,True,Constellation Energy,Utilities,large
FCX,62.630001068115234,893123338.4712219,1255,0.0,True,Freeport-McMoRan,Materials,large
BSX,46.72999954223633,891663909.387207,1255,0.0,True,Boston Scientific,Health Care,large
AMGN,385.1600036621094,887638014.9475098,1255,0.0,True,Amgen,Health Care,large
HPE,47.900001525878906,880103715.6572342,1255,0.0,True,Hewlett Packard Enterprise,Information Technology,large
SPGI,411.92999267578125,879008762.3503418,1255,0.0,True,S&P Global,Financials,large
COF,209.00999450683594,863738439.491272,1255,0.0,True,Capital One,Financials,large
TJX,157.33999633789062,860689405.9020996,1255,0.0,True,TJX Companies,Consumer Discretionary,large
GILD,130.2100067138672,860016402.9052734,1255,0.0,True,Gilead Sciences,Health Care,large
SYK,325.70001220703125,852204114.3005371,1255,0.0,True,Stryker Corporation,Health Care,large
FIX,1729.68994140625,848116430.3833008,1255,0.0,True,Comfort Systems USA,Industrials,large
NKE,41.709999084472656,844013702.324295,1255,0.0,True,"Nike, Inc.",Consumer Discretionary,large
PM,190.82000732421875,838463516.4550781,1255,0.0,True,Philip Morris International,Consumer Staples,large
SNPS,388.760009765625,833211039.4927979,1255,0.0,True,Synopsys,Information Technology,large
MCK,856.1900024414062,820712680.8288574,1255,0.0,True,McKesson Corporation,Health Care,large
CMCSA,23.959999084472656,816805145.993042,1255,0.0,True,Comcast,Communication Services,large
DHR,194.97999572753906,798726692.4438477,1255,0.0,True,Danaher Corporation,Health Care,large
CDNS,340.0199890136719,789378545.8740234,1255,0.0,True,Cadence Design Systems,Information Technology,large
FLEX,113.75,781835910.9443665,1255,0.0,True,Flex Ltd.,Information Technology,large
PWR,667.3599853515625,779495780.1818848,1255,0.0,True,Quanta Services,Industrials,large
FTNT,161.9499969482422,779352020.3796387,1255,0.0,True,Fortinet,Information Technology,large
CME,267.7900085449219,773784151.1169434,1255,0.0,True,CME Group,Financials,large
NEM,93.70999908447266,772456555.0872803,1255,0.0,True,Newmont,Materials,large
UNP,292.1300048828125,758166132.3913574,1255,0.0,True,Union Pacific Corporation,Industrials,large
COP,120.4800033569336,754288193.6798096,1255,0.0,True,ConocoPhillips,Energy,large
F,14.680000305175781,750988357.857132,1255,0.0,True,Ford Motor Company,Consumer Discretionary,large
MDT,85.38999938964844,748620013.2225037,1255,0.0,True,Medtronic,Health Care,large
DASH,196.16000366210938,745266978.4790039,1255,0.0,True,DoorDash,Consumer Discretionary,large
VLO,312.8999938964844,744603353.9886475,1255,0.0,True,Valero Energy,Energy,large
CVS,104.43000030517578,742158969.0505981,1255,0.0,True,CVS Health,Health Care,large
BLK,1090.3900146484375,731444703.8818359,1255,0.0,True,BlackRock,Financials,large
SBUX,105.25,716656470.1660156,1255,0.0,True,Starbucks,Consumer Discretionary,large
SHW,340.8500061035156,706572982.8979492,1255,0.0,True,Sherwin-Williams,Materials,large
DE,592.6699829101562,687139097.4365234,1255,0.0,True,Deere & Company,Industrials,large
RCL,318.29998779296875,686068608.7799072,1255,0.0,True,Royal Caribbean Group,Consumer Discretionary,large
PYPL,57.209999084472656,685538462.5720978,1255,0.0,True,PayPal,Financials,large
VST,148.19000244140625,683592529.5410156,1255,0.0,True,Vistra Corp.,Utilities,large
ECHO,84.08999633789062,678636539.0625,1255,0.0,True,EchoStar,Communication Services,large
CVNA,62.36000061035156,670957100.0,1255,0.0,True,Carvana,Consumer Discretionary,large
WELL,234.44000244140625,657375200.7324219,1255,0.0,True,Welltower,Real Estate,large
LOW,207.80999755859375,655424858.1588745,1255,0.0,True,Lowe's,Consumer Discretionary,large
SLB,49.59000015258789,655407888.879776,1255,0.0,True,Schlumberger,Energy,large
ROST,251.07000732421875,640891368.3776855,1255,0.0,True,Ross Stores,Consumer Discretionary,large
CCL,27.809999465942383,630056921.4134216,1255,0.0,True,Carnival Corporation,Consumer Discretionary,large
BMY,65.30999755859375,625172473.3833313,1255,0.0,True,Bristol Myers Squibb,Health Care,large
TT,454.95001220703125,624999146.0083008,1255,0.0,True,Trane Technologies,Industrials,large
HWM,282.260009765625,621392182.4951172,1255,0.0,True,Howmet Aerospace,Industrials,large
CMI,634.2000122070312,615545812.3901367,1255,0.0,True,Cummins,Industrials,large
HCA,402.5899963378906,615436159.0576172,1255,0.0,True,HCA Healthcare,Health Care,large
VRTX,477.1000061035156,609914173.6602783,1255,0.0,True,Vertex Pharmaceuticals,Health Care,large
LMT,582.739990234375,608069144.3664551,1255,0.0,True,Lockheed Martin,Industrials,large
PH,976.530029296875,605377477.4230957,1255,0.0,True,Parker Hannifin,Industrials,large
GM,88.86000061035156,604715738.3651733,1255,0.0,True,General Motors,Consumer Discretionary,large
PGR,211.4199981689453,601476250.2746582,1255,0.0,True,Progressive Corporation,Financials,large
ORLY,89.3499984741211,600093019.8371887,1255,0.0,True,O’Reilly Automotive,Consumer Discretionary,large
REGN,762.6300048828125,595417538.6901855,1255,0.0,True,Regeneron Pharmaceuticals,Health Care,large
AEP,127.8499984741211,594297068.2373047,1255,0.0,True,American Electric Power,Utilities,large
ADP,266.4599914550781,592566673.6450195,1255,0.0,True,Automatic Data Processing,Industrials,large
ICE,152.47999572753906,588249581.8435669,1255,0.0,True,Intercontinental Exchange,Financials,large
BX,127.75,587018853.8391113,1255,0.0,True,Blackstone Inc.,Financials,large
ELV,375.8399963378906,586563490.3717041,1255,0.0,True,Elevance Health,Health Care,large
DAL,87.44000244140625,585030933.7127686,1255,0.0,True,Delta Air Lines,Industrials,large
MPC,316.4700012207031,582860159.375,1255,0.0,True,Marathon Petroleum,Energy,large
WDAY,160.33999633789062,582152273.7579346,1255,0.0,True,"Workday, Inc.",Information Technology,large
CSX,50.400001525878906,578730099.2549896,1255,0.0,True,CSX Corporation,Industrials,large
TGT,144.49000549316406,570453759.0408325,1255,0.0,True,Target Corporation,Consumer Staples,large
DVN,45.130001068115234,568935557.7449799,1255,0.0,True,Devon Energy,Energy,large
CMG,37.220001220703125,566262061.7912292,1255,0.0,True,Chipotle Mexican Grill,Consumer Discretionary,large
UAL,121.33000183105469,562363372.1557617,1255,0.0,True,United Airlines Holdings,Industrials,large
MAR,372.8299865722656,557559031.262207,1255,0.0,True,Marriott International,Consumer Discretionary,large
MTSI,251.44000244140625,555915680.1269531,1255,0.0,True,MACOM Technology Solutions,Information Technology,mid
MARA,11.319999694824219,554735287.8556252,1255,0.0,True,"MARA Holdings, Inc.",Information Technology,small
EQIX,1019.280029296875,553410594.6289062,1255,0.0,True,Equinix,Real Estate,large
FDX,307.3999938964844,548456184.177948,1255,0.0,True,FedEx,Industrials,large
HLT,320.489990234375,548310866.583252,1255,0.0,True,Hilton Worldwide,Consumer Discretionary,large
CB,350.67999267578125,539162670.2331543,1255,0.0,True,Chubb Limited,Financials,large
MMM,176.27999877929688,537090174.9038696,1255,0.0,True,3M,Industrials,large
MO,68.33000183105469,535772190.6555176,1255,0.0,True,Altria,Consumer Staples,large
AMT,173.36000061035156,534900451.7944336,1255,0.0,True,American Tower,Real Estate,large
UPS,104.22000122070312,532178708.9538574,1255,0.0,True,United Parcel Service,Industrials,large
JCI,146.66000366210938,527243598.67248535,1255,0.0,True,Johnson Controls,Industrials,large
PATH,12.760000228881836,526960584.08584595,1255,0.0,True,UiPath,Information Technology,mid
OXY,57.06999969482422,520922866.20025635,1255,0.0,True,Occidental Petroleum,Energy,large
SO,94.54000091552734,520402731.42471313,1255,0.0,True,Southern Company,Utilities,large
AKAM,115.18000030517578,519337702.4154663,1255,0.0,True,Akamai Technologies,Information Technology,large
HUM,363.8599853515625,519050061.6882324,1255,0.0,True,Humana,Health Care,large
WBD,26.299999237060547,518228793.77593994,1255,0.0,True,Warner Bros. Discovery,Communication Services,large
STRL,596.77001953125,508251967.01049805,1255,0.0,True,Sterling Infrastructure,Industrials,mid
MDLZ,62.310001373291016,506436998.1616974,1255,0.0,True,Mondelez International,Consumer Staples,large
ADSK,234.1999969482422,499758885.03723145,1255,0.0,True,Autodesk,Information Technology,large
TRV,374.3599853515625,499498748.4375,1255,0.0,True,Travelers Companies (The),Financials,large
URI,1079.260009765625,498285038.0126953,1255,0.0,True,United Rentals,Industrials,large
BNY,156.3300018310547,495350477.5085449,1255,0.0,True,BNY Mellon,Financials,large
FSLR,211.02999877929688,493950163.8290405,1255,0.0,True,First Solar,Information Technology,large
TEL,205.69000244140625,493576458.18481445,1255,0.0,True,TE Connectivity,Information Technology,large
ZTS,77.29000091552734,490018233.505249,1255,0.0,True,Zoetis,Health Care,large
FN,435.4100036621094,489527386.46850586,1255,0.0,True,Fabrinet,Information Technology,mid
PLD,144.61000061035156,489389173.96850586,1255,0.0,True,Prologis,Real Estate,large
CAH,230.02999877929688,487222558.9782715,1255,0.0,True,Cardinal Health,Health Care,large
USB,63.0099983215332,486317417.06085205,1255,0.0,True,U.S. Bancorp,Financials,large
MNST,96.37999725341797,482652454.56848145,1255,0.0,True,Monster Beverage,Consumer Staples,large
ABNB,151.52000427246094,481939270.7885742,1255,0.0,True,Airbnb,Consumer Discretionary,large
TTWO,242.9199981689453,481150412.51220703,1255,0.0,True,Take-Two Interactive,Communication Services,large
AON,360.54998779296875,479097263.973999,1255,0.0,True,Aon plc,Financials,large
DLR,188.52000427246094,474578053.604126,1255,0.0,True,Digital Realty,Real Estate,large
BKR,60.4900016784668,472759050.0,1255,0.0,True,Baker Hughes,Energy,large
DOCN,117.5,471501606.0974121,1255,0.0,True,DigitalOcean,Information Technology,mid
WMB,71.54000091552734,471499676.0650635,1255,0.0,True,Williams Companies,Energy,large
HIMS,27.770000457763672,469593612.41607666,1255,0.0,True,Hims & Hers Health,Health Care,mid
NOC,542.47998046875,469410871.0205078,1255,0.0,True,Northrop Grumman,Industrials,large
TDG,1254.3800048828125,468822400.0,1255,0.0,True,TransDigm Group,Industrials,large
CRH,95.01000213623047,460598277.7633667,1255,0.0,True,CRH plc,Materials,large
KEYS,319.0799865722656,458360774.5513916,1255,0.0,True,Keysight Technologies,Information Technology,large
APO,125.58999633789062,453977215.6677246,1255,0.0,True,Apollo Global Management,Financials,large
CDE,14.90999984741211,452734690.366745,1255,0.0,True,Coeur Mining,Materials,mid
WM,226.5500030517578,448154636.18011475,1255,0.0,True,Waste Management,Industrials,large
EBAY,114.01000213623047,445291912.35961914,1255,0.0,True,eBay Inc.,Consumer Discretionary,large
PSX,211.67999267578125,442509846.46759033,1255,0.0,True,Phillips 66,Energy,large
MCO,478.3800048828125,441041100.0,1255,0.0,True,Moody's Corporation,Financials,large
PNC,249.8699951171875,438409755.31311035,1255,0.0,True,PNC Financial Services,Financials,large
EOG,148.69000244140625,437946028.6102295,1255,0.0,True,EOG Resources,Energy,large
AXON,527.760009765625,437169920.4345703,1255,0.0,True,Axon Enterprise,Industrials,large
KR,57.7400016784668,435758745.66345215,1255,0.0,True,Kroger,Consumer Staples,large
CL,91.30000305175781,435421984.1308594,1255,0.0,True,Colgate-Palmolive,Consumer Staples,large
GD,383.4200134277344,430002454.8339844,1255,0.0,True,General Dynamics,Industrials,large
ENTG,119.05000305175781,429183917.32025146,1255,0.0,True,Entegris,Information Technology,mid
DUK,125.43000030517578,425296095.9793091,1255,0.0,True,Duke Energy,Utilities,large
CI,279.04998779296875,422725067.87719727,1255,0.0,True,Cigna,Health Care,large
MRSH,189.69000244140625,421209102.65808105,1255,0.0,True,Marsh McLennan,Financials,large
SMTC,117.81999969482422,418421925.05111694,1255,0.0,True,Semtech,Information Technology,mid
TWLO,197.35000610351562,418083411.5447998,1255,0.0,True,Twilio,Information Technology,mid
KMB,109.30999755859375,417088967.75512695,1255,0.0,True,Kimberly-Clark,Consumer Staples,large
CTSH,55.349998474121094,416983313.20228577,1255,0.0,True,Cognizant,Information Technology,large
MSI,435.75,415696668.69506836,1255,0.0,True,Motorola Solutions,Information Technology,large
COR,311.3399963378906,414438800.61035156,1255,0.0,True,Cencora,Health Care,large
ECL,277.6300048828125,411222121.3989258,1255,0.0,True,Ecolab,Materials,large
FANG,202.9499969482422,408966208.9324951,1255,0.0,True,Diamondback Energy,Energy,large
EW,86.06999969482422,404519038.52233887,1255,0.0,True,Edwards Lifesciences,Health Care,large
IBKR,87.98999786376953,403459553.39279175,1255,0.0,True,Interactive Brokers,Financials,large
MTZ,263.1000061035156,402727440.82336426,1255,0.0,True,MasTec,Industrials,mid
XEL,78.19999694824219,402309275.5371094,1255,0.0,True,Xcel Energy,Utilities,large
JBL,315.04998779296875,401744215.6311035,1255,0.0,True,Jabil,Information Technology,large
NTAP,178.5,400980691.9769287,1255,0.0,True,NetApp,Information Technology,large
MKSI,297.45001220703125,399314528.33862305,1255,0.0,True,MKS Instruments,Information Technology,mid
HAL,32.25,397528438.21525574,1255,0.0,True,Halliburton,Energy,large
EA,209.86000061035156,394289498.7716675,1255,0.0,True,Electronic Arts,Communication Services,large
CARR,61.810001373291016,393387440.3137207,1255,0.0,True,Carrier Global,Industrials,large
HL,14.119999885559082,392132400.0,1255,0.0,True,Hecla Mining,Materials,mid
KKR,101.43000030517578,391660116.16744995,1255,0.0,True,KKR & Co.,Financials,large
CHTR,144.97999572753906,391574175.0,1255,0.0,True,Charter Communications,Communication Services,large
EMR,149.82000732421875,390929190.4891968,1255,0.0,True,Emerson Electric,Industrials,large
CBOE,310.2300109863281,386361698.1536865,1255,0.0,True,Cboe Global Markets,Financials,large
TFC,51.84000015258789,385754692.5842285,1255,0.0,True,Truist Financial,Financials,large
XYZ,81.23999786376953,384976803.88183594,1255,0.0,True,"Block, Inc.",Financials,large
AMKR,49.869998931884766,383375811.4982605,1255,0.0,True,Amkor Technology,Information Technology,mid
CTAS,204.6300048828125,382560809.95788574,1255,0.0,True,Cintas,Industrials,large
EXC,45.81999969482422,381329574.40338135,1255,0.0,True,Exelon,Utilities,large
AJG,249.4199981689453,379180781.0974121,1255,0.0,True,Arthur J. Gallagher & Co.,Financials,large
LYV,174.1300048828125,379107600.0,1255,0.0,True,Live Nation Entertainment,Communication Services,large
HBAN,17.040000915527344,377086115.3910637,1255,0.0,True,Huntington Bancshares,Financials,large
ODFL,212.13999938964844,376858308.4487915,1255,0.0,True,Old Dominion,Industrials,large
OKTA,141.92999267578125,375709040.22216797,1255,0.0,True,"Okta, Inc.",Information Technology,mid
TTMI,115.44000244140625,374341860.887146,1255,0.0,True,TTM Technologies,Information Technology,mid
MSCI,572.239990234375,373210641.3574219,1255,0.0,True,MSCI Inc.,Financials,large
HPQ,27.270000457763672,370124225.73947906,1255,0.0,True,HP Inc.,Information Technology,large
LULU,118.87000274658203,369999770.2354431,1255,0.0,True,Lululemon Athletica,Consumer Discretionary,large
LHX,277.05999755859375,369085859.954834,1255,0.0,True,L3Harris,Industrials,large
D,69.16999816894531,368510669.1192627,1255,0.0,True,Dominion Energy,Utilities,large
MXL,66.81999969482422,367240845.1766968,1255,0.0,True,"MaxLinear, Inc.",Information Technology,small
DXCM,83.44999694824219,367136156.7436218,1255,0.0,True,Dexcom,Health Care,large
ALL,264.0799865722656,363280583.77075195,1255,0.0,True,Allstate,Financials,large
TTD,18.040000915527344,363133903.8871765,1255,0.0,True,Trade Desk (The),Communication Services,large
ETR,107.62000274658203,361620940.08865356,1255,0.0,True,Entergy,Utilities,large
EXPE,294.739990234375,361264612.8692627,1255,0.0,True,Expedia Group,Consumer Discretionary,large
DOW,30.290000915527344,360387500.0,1255,0.0,True,Dow Inc.,Materials,large
GWW,1382.219970703125,359981754.71191406,1255,0.0,True,W. W. Grainger,Industrials,large
EQT,53.290000915527344,359790054.48799133,1255,0.0,True,EQT Corporation,Energy,large
KDP,31.1200008392334,357603332.4361801,1255,0.0,True,Keurig Dr Pepper,Consumer Staples,large
VEEV,203.77999877929688,357539392.8588867,1255,0.0,True,Veeva Systems,Health Care,large
NCLH,18.530000686645508,357455134.20066833,1255,0.0,True,Norwegian Cruise Line Holdings,Consumer Discretionary,large
SPG,229.3699951171875,356548462.03308105,1255,0.0,True,Simon Property Group,Real Estate,large
YUM,153.27999877929688,354505084.30633545,1255,0.0,True,Yum! Brands,Consumer Discretionary,large
CASY,871.0,353547907.80029297,1255,0.0,True,Casey's,Consumer Staples,large
FICO,1122.969970703125,352925077.1972656,1255,0.0,True,Fair Isaac,Information Technology,large
HSY,175.0500030517578,352314628.4637451,1255,0.0,True,Hershey Company (The),Consumer Staples,large
KVUE,19.239999771118164,351289156.20803833,813,0.0,True,Kenvue,Consumer Staples,large
VRSK,194.85000610351562,349323663.2507324,1255,0.0,True,Verisk Analytics,Industrials,large
FISV,53.939998626708984,346918438.75198364,1254,0.001984126984126984,True,Fiserv,Financials,large
TSCO,30.770000457763672,346803263.2095337,1255,0.0,True,Tractor Supply,Consumer Discretionary,large
APD,294.8900146484375,346688100.0,1255,0.0,True,Air Products,Materials,large
TPR,152.3699951171875,346590150.37841797,1255,0.0,True,"Tapestry, Inc.",Consumer Discretionary,large
IDXX,559.0700073242188,346491089.4165039,1255,0.0,True,Idexx Laboratories,Health Care,large
SWKS,62.279998779296875,345562064.9497986,1255,0.0,True,Skyworks Solutions,Information Technology,large
NUE,257.2900085449219,344114284.7595215,1255,0.0,True,Nucor,Materials,large
ROP,391.9700012207031,343195463.5559082,1255,0.0,True,Roper Technologies,Information Technology,large
NRG,134.2899932861328,342163319.2260742,1255,0.0,True,NRG Energy,Utilities,large
DLTR,127.20999908447266,340175740.48080444,1255,0.0,True,Dollar Tree,Consumer Staples,large
DG,127.05000305175781,339329318.69125366,1255,0.0,True,Dollar General,Consumer Staples,large
O,63.869998931884766,339297336.5306854,1255,0.0,True,Realty Income,Real Estate,large
GIS,35.75,338979824.1443634,1255,0.0,True,General Mills,Consumer Staples,large
ITW,286.95001220703125,338967750.0,1255,0.0,True,Illinois Tool Works,Industrials,large
NSC,335.4800109863281,338788659.23461914,1255,0.0,True,Norfolk Southern,Industrials,large
MRNA,54.81999969482422,338012389.2211914,1255,0.0,True,Moderna,Health Care,large
PCAR,132.67999267578125,337823130.0476074,1255,0.0,True,Paccar,Industrials,large
BDX,165.6199951171875,337683443.7713623,1255,0.0,True,Becton Dickinson,Health Care,large
FITB,56.5,337592368.9743042,1255,0.0,True,Fifth Third Bancorp,Financials,large
CCI,76.30000305175781,337196579.33044434,1255,0.0,True,Crown Castle,Real Estate,large
CRS,519.6599731445312,336637981.81152344,1255,0.0,True,Carpenter Technology,Industrials,mid
STT,184.16000366210938,335300118.66760254,1255,0.0,True,State Street Corporation,Financials,large
RSG,210.5500030517578,333721983.9782715,1255,0.0,True,Republic Services,Industrials,large
FAST,47.709999084472656,332712311.91444397,1255,0.0,True,Fastenal,Industrials,large
VTR,93.51000213623047,331705102.1575928,1255,0.0,True,Ventas,Real Estate,large
SITM,535.2000122070312,331470632.0800781,1255,0.0,True,SiTime,Information Technology,mid
ROKU,145.00999450683594,330503714.4104004,1255,0.0,True,"Roku, Inc.",Communication Services,mid
DHI,143.05999755859375,329745411.0900879,1255,0.0,True,D. R. Horton,Consumer Discretionary,large
ONTO,258.5799865722656,328365674.17144775,1255,0.0,True,Onto Innovation,Information Technology,mid
